Date,open,high,low,close,Volume,MACD,BB_Upper,BB_Lower,RSI,EMA
2015-01-02,0.021692920857847797,0.021794798839128215,0.025614347061160392,0.020502695724808284,0.14528420465038566,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-05,0.01985196431960523,0.017849352225952686,0.021376818448383517,0.016516060444984437,0.19858408737494787,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-06,0.016094135509584384,0.014188433012765789,0.01660959875900947,0.011997873794517444,0.26971072269643637,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-07,0.011463275763902048,0.01348659875946051,0.018179754450350916,0.01573771736654267,0.2077060025657562,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-08,0.01501233630669957,0.01951857963921927,0.02192542706343048,0.021869542106462192,0.17218287373555496,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-09,0.021085594989561585,0.020258350879189646,0.024100943985168655,0.019477560938567895,0.2164285610310112,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-12,0.01873220724995256,0.01836150154593219,0.02183083937118102,0.01687675601792088,0.20217070316529762,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-13,0.016321882710191693,0.01989794950587076,0.019995838141541045,0.016269268737185816,0.3016662225853633,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-14,0.015448851774530259,0.013941842599442311,0.018009496604301845,0.015282101905991385,0.2853166468465059,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-15,0.01465173657240465,0.01551622754604598,0.015398876298216069,0.010991722985799979,0.2886222572705392,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
2015-01-16,0.008958056557221483,0.01160871791953566,0.01354495753012619,0.01440883893993472,0.22722258473039625,0.559118393801663,0.0002123832489738242,0.015337778348235798,0.6561795514002484,0.004871475995289365
