Date,open,high,low,close,Volume,MACD,BB_Upper,BB_Lower,RSI,EMA
2015-01-01,0.002130502439619532,0.0015851171334515897,0.0021521191233678104,0.0020203082316040157,5.011966021449143e-07,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-02,0.002036161933908753,0.0015180983314310812,0.002145504040655524,0.0020319276830484817,0.0,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-03,0.002047546318490667,0.0015080514297085472,0.0016549024600949415,0.0015281340270257848,7.178522964916706e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-04,0.0015473445528882603,0.001100923399336263,0.001300427224160973,0.0012775432438334343,0.00013610792967441346,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-05,0.001308940147971679,0.0009713042604236081,0.0014132795580882487,0.0014300760552149825,0.0001028668272320983,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-06,0.0014503469509312122,0.0011056333434311958,0.0015282461189108196,0.0016039181380798628,4.383703686088485e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-07,0.0016205342825807408,0.0012689656961276758,0.0016850639555329697,0.0017248287242114255,4.845608070248305e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-08,0.0017401375860833668,0.001201611804547125,0.0016714102072619241,0.001561774644008875,3.453911331273653e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-09,0.0015657050607720512,0.0011575597650681398,0.0016466105608478666,0.0016665249633700053,3.0937849040701506e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-10,0.0016387317228462803,0.001114003462335352,0.00154742718545707,0.0014348541685593802,2.1095419121490678e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-11,0.0014503025603017994,0.0009902170177964959,0.001412599705315073,0.0012992827311898757,2.9462467570601235e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-12,0.001324702898103618,0.0008818001924139878,0.0014150315041159384,0.0013309792252853246,3.1398585200831315e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-13,0.0013432269265712653,0.0008245514983492852,0.0007309410588066589,0.0007086941549143823,0.00018515853383240503,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-14,0.0006975659012129981,0.00017736027859449263,0.0,0.0,0.0002558070245138307,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.05820648699529177,0.00026459884521316465
2015-01-15,0.0,0.00025279281011262884,8.136178393233079e-05,0.0004710134707858254,0.00021060188334072363,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.23645410821777074,0.00026459884521316465
2015-01-16,0.0004775367255624098,0.0001437781190941098,0.0004268353082323151,0.0004450893415604705,8.70764274039761e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.23278674443276992,0.00026459884521316465
2015-01-17,0.00045919093906082254,0.0,0.00035288945053321523,0.0003139545619897585,4.44752860870387e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.21407181088240945,0.00026459884521316465
2015-01-18,0.00034365481373672653,0.00010154882441981488,0.0003473162710031421,0.00047835906717505873,6.332472327765541e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.27148363308141715,0.00026459884521316465
2015-01-19,0.0005131740211170343,7.286595909112171e-05,0.0005408201155587058,0.0005454621011980088,3.076603462848241e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.29434566988733174,0.00026459884521316465
2015-01-20,0.0005344883177191896,5.118259401461992e-05,0.0005081215017546117,0.0004928421713285848,4.613188474813623e-05,0.4883209689724143,0.001397030316317794,1.9045921045997803e-06,0.284592028208403,0.00026459884521316465
2015-01-21,0.0005117938349147866,0.00023414238380965475,0.0005996326809854752,0.0007240678059252451,6.286740630980857e-05,0.4883209689724143,0.0012717184831303112,0.0,0.36348401709518063,0.000237004765958023
2015-01-22,0.000748447074797601,0.00036874848308699783,0.000829535612558315,0.000820656703744082,7.318196969675909e-05,0.4883209689724143,0.0011254257446244894,3.234781568458786e-05,0.3940141515053357,0.00022188161004168963
2015-01-23,0.0008403979604526008,0.00033704736418461957,0.0008108375871688704,0.0008128362848885797,4.775771067868704e-05,0.4883209689724143,0.0010641109177193827,2.2137706483531163e-05,0.39208710771895794,0.0002074018129493314
2015-01-24,0.0008282713917248442,0.0005319353188032207,0.0008837263314203235,0.0010349506265810021,4.8215882444604624e-05,0.4883209689724143,0.0010427059135747325,1.9388168648106722e-05,0.46186808803791857,0.00021693566169609648
2015-01-25,0.0010457478797014034,0.0006320258583780718,0.0010931792915760295,0.0011220720580385484,7.32905290517433e-05,0.4883209689724143,0.001007352693006266,2.545535507408143e-05,0.4871937358748962,0.00023443965611111414
2015-01-26,0.0011455950882873788,0.0014239719855195267,0.0012470670779750749,0.001415221833263548,0.00028189345570672975,0.4883209689724143,0.0009762106669729468,4.025764463673823e-05,0.5635572176248692,0.0002801501046048676
