Date,close,high,low,open,volume,MACD,BB_Upper,BB_Lower,RSI,EMA
2015-11-25,0.06362107749795343,0.06162424788838844,0.06728686600763378,0.06505857566457984,51980100,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-11-27,0.06419811579824686,0.06176844853236235,0.06692628641720888,0.06489088140148547,37317800,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-11-30,0.06210627858248308,0.06198474949832339,0.06620509055481383,0.06565742108884742,112822700,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-01,0.066891059035883,0.06421996950075698,0.06752727685561388,0.06491485861085555,97858400,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-02,0.06172156192322076,0.06465257143267894,0.0654117787743338,0.06774139146909897,108441300,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-03,0.054700647990383766,0.060206189317548786,0.05704600214256905,0.0634536743136177,166224200,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-04,0.06434237537332022,0.06217702924815943,0.059113410717944015,0.05574054232500125,192913900,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-07,0.061288783198000685,0.06160018999865119,0.06293570110262892,0.06441181237219618,102027100,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-08,0.05792256746235558,0.05813922784882636,0.05952207981427399,0.057848489914622825,103372400,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-09,0.054051443213953665,0.05907656870826955,0.05567572633586393,0.05712986809537696,162401500,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-10,0.055325785045235,0.056072266380103986,0.057983545759219046,0.055285413954458074,116128900,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-11,0.045732156416856296,0.048164958788761536,0.04925715285548404,0.050326992847846974,211173300,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-14,0.048184642570303526,0.045545215960268115,0.04550697838888418,0.04726090719964687,182385200,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-15,0.053306077617007896,0.052899742191839516,0.05252654230766901,0.05356073620851748,154069600,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3555589413348871,0.0409871900522476
2015-12-16,0.06051934987947616,0.058379586704524644,0.0571662075665591,0.05756101925655005,197017000,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.4918748223899886,0.0409871900522476
2015-12-17,0.0528973299247667,0.05859588767048557,0.057262349896823994,0.06242364117755289,173092500,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.3752036392922853,0.0409871900522476
2015-12-18,0.04125992614658203,0.04525677799870781,0.045218514716544256,0.048937667077471325,251393500,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.24678155510560482,0.0409871900522476
2015-12-21,0.04522721121549955,0.042733193381938595,0.04584353156712917,0.04567994650743068,99094300,0.6865527716418164,0.043580101349122324,0.05071256288522208,0.31270133327734606,0.0409871900522476
