Date,open,high,low,close,Volume,MACD,BB_Upper,BB_Lower,RSI,EMA
2015-01-02,0.07589752569616637,0.07583745517080687,0.07944270201883308,0.07721028859507628,0.1626925837472163,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-05,0.07439641623674864,0.06980701880648943,0.06977918267878558,0.06453286741034825,0.2883171524391157,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-06,0.0635284511312163,0.061666697886484045,0.06139516687985569,0.05847723432025631,0.36446816182967956,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-07,0.057941321394577305,0.06145132222499372,0.06580943354573865,0.06632565731139028,0.28904987217727207,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-08,0.06637585889275255,0.07305108646607772,0.07424729289233523,0.07853799468580247,0.30385749292337894,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-09,0.07742895644913161,0.07316881804071651,0.07684666208434787,0.07269807886983892,0.23820419147948324,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-12,0.07159950287869454,0.06807735876401066,0.07154352476057191,0.06712093993166568,0.24884014843335073,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-13,0.06670232637043305,0.07064494227455764,0.06671852636046516,0.06535850841130764,0.3238218016380203,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-14,0.06226629647298021,0.05767898239169433,0.06004833835318235,0.06139554678755066,0.3550868146161459,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-15,0.060701216479614795,0.05867169042823406,0.06106857082660411,0.055127610712756736,0.3433402573044439,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-16,0.053464863105727845,0.05837218557453827,0.05994061015590424,0.06414199297503786,0.3179588916577093,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-20,0.06306060754093856,0.06122584120154895,0.0654525042572367,0.0651967615917286,0.30504758646035307,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-21,0.06286873702485907,0.0643723058529928,0.06799465954211037,0.0684217019311345,0.28036207414985503,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-22,0.06761784044105401,0.07323281866642739,0.07282302830168952,0.07887835409200739,0.3317423176754812,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5883547602756682,0.048614865179885114
2015-01-23,0.07727077625921597,0.07268088515740867,0.08095788411134042,0.07506035579281711,0.2623309473858841,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5303085196800374,0.048614865179885114
2015-01-26,0.07304337986939735,0.070877201284679,0.07773557384418561,0.07683627992681241,0.24991157823914545,0.7229575097426502,0.04309465669792856,0.063996756303349,0.5526989165459348,0.048614865179885114
2015-01-27,0.07218177032063855,0.06759275325598046,0.07064454302426226,0.06755566536129742,0.2342491177985228,0.7229575097426502,0.04309465669792856,0.063996756303349,0.42566724508024395,0.048614865179885114
