Date,close,high,low,open,volume,MACD,BB_Upper,BB_Lower,RSI,EMA
2015-01-02,0.05491494734069102,0.054039173168305754,0.05649107654986718,0.054005998532335564,2708700000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-05,0.04589827444070793,0.04974209075384667,0.04961942444203321,0.05293786206123735,3799120000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-06,0.041591273672961115,0.04394157686725886,0.0436576171739424,0.04520460195617837,4460110000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-07,0.047173376046984294,0.04378810754736534,0.046796567257422816,0.041228997776869336,3805480000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-08,0.05585926332995672,0.05205370226073802,0.05279666224604246,0.04723071674687773,3934010000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-09,0.05170568904156636,0.05213759374859134,0.054645053102291785,0.05509571056495316,3364140000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-12,0.0477390118451152,0.048509594247373944,0.05087403413014169,0.05094767730455868,3456460000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-13,0.046485502294858094,0.05033916631882629,0.0474430159617415,0.04746301947293824,4107300000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-14,0.043666890516017076,0.04110006738248606,0.04269989806990432,0.04430649728155234,4378680000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-15,0.03920889164377772,0.04180743712968171,0.04342537730575741,0.04319284163798037,4276720000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-16,0.045620269405077685,0.04159402022879605,0.042623293401579,0.03804370817012431,4056410000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-20,0.046370461692869236,0.04362743749264558,0.04654275766576427,0.044871700981895635,3944340000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-21,0.0486641641532255,0.04586950043877647,0.04835046416554323,0.04473517269965266,3730070000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-22,0.0561013401206118,0.05218319840249064,0.051783878969884956,0.048114466949002455,4176050000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5883547602756685,0.03432229186725044
2015-01-23,0.05338583187213919,0.051789909487348684,0.05756851054191009,0.054983155128842776,3573560000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5303085196800377,0.03432229186725044
2015-01-26,0.05464893789173819,0.05050466613470994,0.055277151218229015,0.05197508917240967,3465760000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.5526989165459348,0.03432229186725044
2015-01-27,0.0480482054061066,0.04816428095979358,0.05023477533364751,0.05136199825015764,3329810000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.42566724508024395,0.03432229186725044
2015-01-28,0.041483430422978695,0.04687660809093297,0.04582446833773568,0.047645037692476744,4067530000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.32815900936056225,0.03432229186725044
2015-01-29,0.046058869014542314,0.04259635666234818,0.04287710299323755,0.040486541191035896,4127140000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.41359356871476266,0.03432229186725044
2015-01-30,0.039764930972566725,0.04227981704279288,0.043882696361570495,0.044534005438386315,4568650000,0.7229575097426499,0.03108647561929001,0.0459090726697306,0.32996305976223145,0.03432229186725044
2015-02-02,0.0459629920937088,0.041881786180326286,0.040894617433334446,0.03910228473794769,4008330000,0.7229575097426499,0.030103716558118443,0.04599302285223478,0.4328015749210636,0.034100085753430376
2015-02-03,0.05295679947448795,0.04874938457134259,0.05090516117011362,0.04533870371862986,4615900000,0.7229575097426499,0.030744917418097262,0.046068186033730585,0.5288795198905809,0.03459284754825753
2015-02-04,0.05091474101660021,0.04981403955954922,0.05425957467018855,0.05160152206523616,4141920000,0.7229575097426499,0.030909711169792575,0.046888719938333046,0.4994027993345857,0.03483610168869533
2015-02-05,0.05595037127364777,0.051926606363927486,0.055870932386369865,0.05030581896694747,3821990000,0.7229575097426499,0.03192770016136981,0.046748853234688525,0.5632690565955865,0.035555737495088224
2015-02-06,0.05426063197373304,0.0540487156055145,0.05743201920231478,0.05481552061698386,4232970000,0.7229575097426499,0.031639144253546414,0.04688338030864353,0.5373140010504842,0.03603920965273022
2015-02-09,0.052168250566857255,0.05015452308596563,0.05549504049803261,0.052705559335176844,3549540000,0.7229575097426499,0.03169457840118339,0.046874122317741185,0.5052045026625771,0.03626906670483376
2015-02-10,0.05740523113491386,0.053679487682352756,0.057108824077423015,0.05172600545405637,3669850000,0.7296695464709566,0.032900301994998826,0.04663063762029612,0.5738697597134086,0.036996555854926005
2015-02-11,0.05739083643090098,0.05430770788901973,0.05935225068227401,0.056317156310587146,3596860000,0.7347933487694588,0.033987597066207464,0.046644576987519504,0.5736284693383034,0.03765333232881174
